project_id,role,employee_id,semantic_score,skill_overlap,availability_pct,experience_years,final_score,eligible
P016,Data Scientist,E044,0.8005,0.4,100,4,0.8211,True
P016,Data Scientist,E064,0.7285,0.4,100,5,0.7743,True
P016,Data Scientist,E058,0.7111,0.4,100,4,0.7585,True
P016,Data Scientist,E028,0.8055,0.6,80,10,0.746,True
P016,Data Scientist,E065,0.8438,0.8,80,2,0.7442,True
P016,Data Scientist,E054,0.7782,0.4,80,2,0.6983,True
P016,Data Scientist,E030,0.601,0.2,100,8,0.6957,True
P016,Data Scientist,E008,0.7478,0.6,80,6,0.6913,True
P016,Data Scientist,E024,0.7419,0.4,80,7,0.6908,True
P016,Data Scientist,E016,0.7212,0.4,80,11,0.6905,True
P016,Data Scientist,E056,0.7351,0.4,80,8,0.6896,True
P016,Data Scientist,E062,0.7114,0.4,80,12,0.6873,True
P016,Data Scientist,E031,0.5959,0.2,100,5,0.6814,True
P016,Data Scientist,E038,0.6082,0.2,100,2,0.6793,True
P016,Data Scientist,E077,0.7446,0.4,80,3,0.6784,True
P016,Data Scientist,E075,0.5676,0.2,100,9,0.6759,True
P016,Data Scientist,E080,0.7151,0.4,80,6,0.6684,True
P016,Data Scientist,E048,0.5573,0.2,100,5,0.6544,True
P016,Data Scientist,E029,0.5529,0.2,100,5,0.6513,True
P016,Data Scientist,E076,0.5532,0.2,100,3,0.6444,True
P016,Data Scientist,E066,0.5163,0.2,100,10,0.6436,True
P016,Data Scientist,E025,0.5342,0.2,100,6,0.6418,True
P016,Data Scientist,E013,0.5041,0.2,100,8,0.6279,True
P016,Data Scientist,E015,0.5363,0.2,100,1,0.6254,True
P016,Data Scientist,E009,0.4986,0.2,100,8,0.624,True
P016,Data Scientist,E006,0.749,0.4,60,12,0.6136,True
P016,Data Scientist,E061,0.478,0.2,100,8,0.6096,True
P016,Data Scientist,E045,0.6083,0.2,80,2,0.5794,True
P016,Data Scientist,E037,0.4597,0.2,100,3,0.5789,True
P016,Data Scientist,E071,0.579,0.2,80,6,0.5732,True
P016,Data Scientist,E043,0.5611,0.2,80,9,0.5714,True
P016,Data Scientist,E032,0.5942,0.2,80,2,0.5695,True
P016,Data Scientist,E010,0.5621,0.2,80,8,0.5685,True
P016,Data Scientist,E018,0.6987,0.4,60,9,0.5677,True
P016,Data Scientist,E039,0.7154,0.4,60,5,0.565,True
P016,Data Scientist,E005,0.5667,0.2,80,5,0.561,True
P016,Data Scientist,E026,0.5509,0.2,80,8,0.5606,True
P016,Data Scientist,E070,0.5465,0.2,80,7,0.554,True
P016,Data Scientist,E034,0.5684,0.2,80,2,0.5515,True
P016,Data Scientist,E042,0.5416,0.2,80,7,0.5506,True
P016,Data Scientist,E036,0.5426,0.2,80,6,0.5477,True
P016,Data Scientist,E019,0.5462,0.2,80,5,0.5466,True
P016,Data Scientist,E007,0.5291,0.2,80,7,0.5418,True
P016,Data Scientist,E012,0.5484,0.2,80,3,0.541,True
P016,Data Scientist,E014,0.4131,0.0,100,1,0.5391,True
P016,Data Scientist,E020,0.5178,0.2,80,8,0.5375,True
P016,Data Scientist,E079,0.523,0.2,80,6,0.534,True
P016,Data Scientist,E033,0.5322,0.2,80,1,0.5225,True
P016,Data Scientist,E052,0.3696,0.0,100,4,0.5194,True
P016,Data Scientist,E011,0.5149,0.2,80,1,0.5104,True
P016,Data Scientist,E072,0.4975,0.2,80,4,0.509,True
P016,Data Scientist,E041,0.3128,0.0,100,9,0.4976,True
P016,Data Scientist,E055,0.4569,0.2,80,8,0.4948,True
P016,Data Scientist,E068,0.4573,0.4,80,7,0.4915,True
P016,Data Scientist,E001,0.6271,0.2,60,1,0.489,True
P016,Data Scientist,E002,0.5648,0.2,60,10,0.4775,True
P016,Data Scientist,E022,0.575,0.2,60,7,0.4739,True
P016,Data Scientist,E021,0.5894,0.2,60,4,0.4733,True
P016,Data Scientist,E063,0.5758,0.2,60,5,0.4673,True
P016,Data Scientist,E067,0.5616,0.2,60,7,0.4646,True
P016,Data Scientist,E059,0.5629,0.2,60,5,0.4583,True
P016,Data Scientist,E051,0.397,0.0,80,4,0.4386,True
P016,Data Scientist,E040,0.5444,0.2,60,1,0.4311,True
P016,Data Scientist,E003,0.5174,0.2,60,6,0.43,True
P016,Data Scientist,E023,0.5271,0.2,60,4,0.4297,True
P016,Data Scientist,E078,0.5133,0.2,60,6,0.4271,True
P016,Data Scientist,E073,0.3558,0.0,80,8,0.4241,True
P016,Data Scientist,E074,0.353,0.0,80,8,0.4221,True
P016,Data Scientist,E004,0.3464,0.0,80,4,0.4032,True
P016,Data Scientist,E060,0.4539,0.4,60,9,0.3963,True
P016,Data Scientist,E049,0.4382,0.2,60,10,0.3889,True
P016,Data Scientist,E057,0.3696,0.0,60,7,0.3301,True
P016,Data Scientist,E046,0.3389,0.2,60,4,0.298,True
P016,Data Scientist,E017,0.693,0.4,40,7,0.0,False
P016,Data Scientist,E027,0.5562,0.2,50,4,0.0,False
P016,Data Scientist,E047,0.7093,0.4,50,8,0.0,False
P016,Data Scientist,E035,0.3712,0.0,50,12,0.0,False
P016,Data Scientist,E053,0.6084,0.2,50,9,0.0,False
P016,Data Scientist,E069,0.5801,0.2,40,10,0.0,False
P016,Frontend Dev,E029,0.8033,0.2,100,5,0.8266,True
P016,Frontend Dev,E025,0.7833,0.2,100,6,0.8162,True
P016,Frontend Dev,E015,0.8023,0.2,100,1,0.8116,True
P016,Frontend Dev,E009,0.7661,0.2,100,8,0.8112,True
P016,Frontend Dev,E075,0.7425,0.2,100,9,0.7983,True
P016,Frontend Dev,E048,0.7526,0.2,100,5,0.7911,True
P016,Frontend Dev,E066,0.704,0.2,100,10,0.7749,True
P016,Frontend Dev,E061,0.6901,0.2,100,8,0.7581,True
P016,Frontend Dev,E076,0.6845,0.2,100,3,0.7363,True
P016,Frontend Dev,E050,0.6427,0.4,100,10,0.732,True
P016,Frontend Dev,E044,0.673,0.4,100,4,0.7318,True
P016,Frontend Dev,E042,0.7938,0.2,80,7,0.7271,True
P016,Frontend Dev,E026,0.7863,0.2,80,8,0.7254,True
P016,Frontend Dev,E064,0.6375,0.4,100,5,0.7105,True
P016,Frontend Dev,E034,0.7915,0.2,80,2,0.7076,True
P016,Frontend Dev,E058,0.6381,0.4,100,4,0.7074,True
P016,Frontend Dev,E007,0.7451,0.2,80,7,0.693,True
P016,Frontend Dev,E070,0.7357,0.2,80,7,0.6864,True
P016,Frontend Dev,E079,0.738,0.2,80,6,0.6845,True
P016,Frontend Dev,E043,0.7143,0.2,80,9,0.6786,True
P016,Frontend Dev,E028,0.7021,0.6,80,10,0.6736,True
P016,Frontend Dev,E011,0.7433,0.2,80,1,0.6703,True
P016,Frontend Dev,E062,0.6854,0.4,80,12,0.6691,True
P016,Frontend Dev,E020,0.6969,0.2,80,8,0.6628,True
P016,Frontend Dev,E071,0.7064,0.2,80,6,0.6623,True
P016,Frontend Dev,E065,0.7239,0.8,80,2,0.6603,True
P016,Frontend Dev,E016,0.6734,0.4,80,11,0.6571,True
P016,Frontend Dev,E030,0.5457,0.2,100,8,0.657,True
P016,Frontend Dev,E072,0.7029,0.2,80,4,0.6528,True
P016,Frontend Dev,E024,0.6857,0.4,80,7,0.6515,True
P016,Frontend Dev,E019,0.6877,0.2,80,5,0.6457,True
P016,Frontend Dev,E031,0.5449,0.2,100,5,0.6457,True
P016,Frontend Dev,E055,0.6697,0.2,80,8,0.6438,True
P016,Frontend Dev,E037,0.5522,0.2,100,3,0.6437,True
P016,Frontend Dev,E038,0.5431,0.2,100,2,0.6337,True
P016,Frontend Dev,E036,0.6617,0.2,80,6,0.6311,True
P016,Frontend Dev,E056,0.6506,0.4,80,8,0.6304,True
P016,Frontend Dev,E077,0.6746,0.4,80,3,0.6294,True
P016,Frontend Dev,E052,0.5238,0.0,100,4,0.6274,True
P016,Frontend Dev,E033,0.6786,0.2,80,1,0.625,True
P016,Frontend Dev,E014,0.5217,0.0,100,1,0.6152,True
P016,Frontend Dev,E001,0.8018,0.2,60,1,0.6113,True
P016,Frontend Dev,E054,0.646,0.4,80,2,0.6058,True
P016,Frontend Dev,E008,0.625,0.6,80,6,0.6054,True
P016,Frontend Dev,E041,0.4616,0.0,100,9,0.6017,True
P016,Frontend Dev,E080,0.6173,0.4,80,6,0.6,True
P016,Frontend Dev,E023,0.7437,0.2,60,4,0.5813,True
P016,Frontend Dev,E002,0.7119,0.2,60,10,0.5805,True
P016,Frontend Dev,E013,0.4353,0.2,100,8,0.5797,True
P016,Frontend Dev,E067,0.7255,0.2,60,7,0.5793,True
P016,Frontend Dev,E078,0.7278,0.2,60,6,0.5773,True
P016,Frontend Dev,E068,0.576,0.4,80,7,0.5746,True
P016,Frontend Dev,E022,0.7181,0.2,60,7,0.5741,True
P016,Frontend Dev,E063,0.7219,0.2,60,5,0.5696,True
P016,Frontend Dev,E006,0.6844,0.4,60,12,0.5684,True
P016,Frontend Dev,E059,0.7115,0.2,60,5,0.5624,True
P016,Frontend Dev,E003,0.6934,0.2,60,6,0.5532,True
P016,Frontend Dev,E040,0.7113,0.2,60,1,0.5479,True
P016,Frontend Dev,E018,0.6683,0.4,60,9,0.5464,True
P016,Frontend Dev,E074,0.5179,0.0,80,8,0.5375,True
P016,Frontend Dev,E010,0.5174,0.2,80,8,0.5372,True
P016,Frontend Dev,E039,0.6709,0.4,60,5,0.5339,True
P016,Frontend Dev,E051,0.5231,0.0,80,4,0.5269,True
P016,Frontend Dev,E073,0.5021,0.0,80,8,0.5265,True
P016,Frontend Dev,E045,0.5307,0.2,80,2,0.5251,True
P016,Frontend Dev,E005,0.5086,0.2,80,5,0.5203,True
P016,Frontend Dev,E032,0.5188,0.2,80,2,0.5167,True
P016,Frontend Dev,E004,0.503,0.0,80,4,0.5128,True
P016,Frontend Dev,E021,0.6131,0.2,60,4,0.4899,True
P016,Frontend Dev,E049,0.5822,0.2,60,10,0.4897,True
P016,Frontend Dev,E060,0.5776,0.4,60,9,0.4829,True
P016,Frontend Dev,E012,0.455,0.2,80,3,0.4757,True
P016,Frontend Dev,E057,0.5314,0.0,60,7,0.4434,True
P016,Frontend Dev,E046,0.5212,0.2,60,4,0.4255,True
P016,Frontend Dev,E017,0.6263,0.4,40,7,0.0,False
P016,Frontend Dev,E027,0.7593,0.2,50,4,0.0,False
P016,Frontend Dev,E047,0.6312,0.4,50,8,0.0,False
P016,Frontend Dev,E035,0.5303,0.0,50,12,0.0,False
P016,Frontend Dev,E053,0.7293,0.2,50,9,0.0,False
P016,Frontend Dev,E069,0.5521,0.2,40,10,0.0,False
P016,Data Engineer,E064,0.7724,0.4,100,5,0.805,True
P016,Data Engineer,E044,0.764,0.4,100,4,0.7955,True
P016,Data Engineer,E058,0.7621,0.4,100,4,0.7942,True
P016,Data Engineer,E050,0.7176,0.4,100,10,0.7844,True
P016,Data Engineer,E056,0.7807,0.4,80,8,0.7215,True
P016,Data Engineer,E016,0.7605,0.4,80,11,0.7181,True
P016,Data Engineer,E030,0.6263,0.2,100,8,0.7134,True
P016,Data Engineer,E024,0.7723,0.4,80,7,0.712,True
P016,Data Engineer,E028,0.7554,0.6,80,10,0.7109,True
P016,Data Engineer,E065,0.7911,0.8,80,2,0.7073,True
P016,Data Engineer,E077,0.7807,0.4,80,3,0.7037,True
P016,Data Engineer,E031,0.6228,0.2,100,5,0.7003,True
P016,Data Engineer,E062,0.7289,0.4,80,12,0.6995,True
P016,Data Engineer,E038,0.6269,0.2,100,2,0.6924,True
P016,Data Engineer,E075,0.5777,0.2,100,9,0.6829,True
P016,Data Engineer,E054,0.738,0.4,80,2,0.6702,True
P016,Data Engineer,E048,0.5642,0.2,100,5,0.6592,True
P016,Data Engineer,E029,0.5621,0.2,100,5,0.6578,True
P016,Data Engineer,E066,0.5255,0.2,100,10,0.65,True
P016,Data Engineer,E025,0.5406,0.2,100,6,0.6463,True
P016,Data Engineer,E006,0.7956,0.4,60,12,0.6462,True
P016,Data Engineer,E008,0.6731,0.6,80,6,0.639,True
P016,Data Engineer,E076,0.5447,0.2,100,3,0.6384,True
P016,Data Engineer,E015,0.5485,0.2,100,1,0.6339,True
P016,Data Engineer,E009,0.5104,0.2,100,8,0.6323,True
P016,Data Engineer,E013,0.5029,0.2,100,8,0.627,True
P016,Data Engineer,E080,0.6481,0.4,80,6,0.6215,True
P016,Data Engineer,E061,0.4813,0.2,100,8,0.6119,True
P016,Data Engineer,E037,0.4793,0.2,100,3,0.5927,True
P016,Data Engineer,E010,0.59,0.2,80,8,0.588,True
P016,Data Engineer,E039,0.7467,0.4,60,5,0.5869,True
P016,Data Engineer,E032,0.6163,0.2,80,2,0.585,True
P016,Data Engineer,E018,0.7231,0.4,60,9,0.5848,True
P016,Data Engineer,E071,0.5888,0.2,80,6,0.58,True
P016,Data Engineer,E045,0.6086,0.2,80,2,0.5796,True
P016,Data Engineer,E043,0.5706,0.2,80,9,0.578,True
P016,Data Engineer,E005,0.5815,0.2,80,5,0.5713,True
P016,Data Engineer,E026,0.5607,0.2,80,8,0.5675,True
P016,Data Engineer,E042,0.5601,0.2,80,7,0.5635,True
P016,Data Engineer,E034,0.5847,0.2,80,2,0.5628,True
P016,Data Engineer,E070,0.5576,0.2,80,7,0.5618,True
P016,Data Engineer,E014,0.4384,0.0,100,1,0.5569,True
P016,Data Engineer,E007,0.5319,0.2,80,7,0.5438,True
P016,Data Engineer,E019,0.541,0.2,80,5,0.543,True
P016,Data Engineer,E036,0.534,0.2,80,6,0.5417,True
P016,Data Engineer,E079,0.5313,0.2,80,6,0.5398,True
P016,Data Engineer,E052,0.3971,0.0,100,4,0.5387,True
P016,Data Engineer,E020,0.5173,0.2,80,8,0.5371,True
P016,Data Engineer,E012,0.5294,0.2,80,3,0.5277,True
P016,Data Engineer,E033,0.5317,0.2,80,1,0.5222,True
P016,Data Engineer,E072,0.5037,0.2,80,4,0.5133,True
P016,Data Engineer,E011,0.5183,0.2,80,1,0.5128,True
P016,Data Engineer,E041,0.3331,0.0,100,9,0.5117,True
P016,Data Engineer,E068,0.4691,0.4,80,7,0.4998,True
P016,Data Engineer,E055,0.4612,0.2,80,8,0.4979,True
P016,Data Engineer,E001,0.6294,0.2,60,1,0.4906,True
P016,Data Engineer,E021,0.6085,0.2,60,4,0.4867,True
P016,Data Engineer,E002,0.571,0.2,60,10,0.4818,True
P016,Data Engineer,E063,0.5851,0.2,60,5,0.4739,True
P016,Data Engineer,E022,0.5747,0.2,60,7,0.4737,True
P016,Data Engineer,E067,0.5666,0.2,60,7,0.468,True
P016,Data Engineer,E059,0.5661,0.2,60,5,0.4605,True
P016,Data Engineer,E051,0.4237,0.0,80,4,0.4573,True
P016,Data Engineer,E074,0.3862,0.0,80,8,0.4453,True
P016,Data Engineer,E073,0.3751,0.0,80,8,0.4376,True
P016,Data Engineer,E078,0.5236,0.2,60,6,0.4343,True
P016,Data Engineer,E023,0.5305,0.2,60,4,0.432,True
P016,Data Engineer,E040,0.5447,0.2,60,1,0.4313,True
P016,Data Engineer,E003,0.5128,0.2,60,6,0.4268,True
P016,Data Engineer,E004,0.3635,0.0,80,4,0.4152,True
P016,Data Engineer,E060,0.4729,0.4,60,9,0.4096,True
P016,Data Engineer,E049,0.4662,0.2,60,10,0.4085,True
P016,Data Engineer,E057,0.4051,0.0,60,7,0.355,True
P016,Data Engineer,E046,0.3667,0.2,60,4,0.3174,True
P016,Data Engineer,E017,0.7052,0.4,40,7,0.0,False
P016,Data Engineer,E027,0.5592,0.2,50,4,0.0,False
P016,Data Engineer,E047,0.7581,0.4,50,8,0.0,False
P016,Data Engineer,E035,0.4018,0.0,50,12,0.0,False
P016,Data Engineer,E053,0.6118,0.2,50,9,0.0,False
P016,Data Engineer,E069,0.5882,0.2,40,10,0.0,False
P017,Backend Dev,E075,0.8482,0.6,100,9,0.8707,True
P017,Backend Dev,E066,0.8383,0.6,100,10,0.8676,True
P017,Backend Dev,E061,0.822,0.6,100,8,0.8485,True
P017,Backend Dev,E048,0.837,0.4,100,5,0.8474,True
P017,Backend Dev,E029,0.7553,0.2,100,5,0.7903,True
P017,Backend Dev,E009,0.7317,0.2,100,8,0.7853,True
P017,Backend Dev,E070,0.8519,0.6,80,7,0.7655,True
P017,Backend Dev,E025,0.7057,0.0,100,6,0.7594,True
P017,Backend Dev,E007,0.8255,0.4,80,7,0.7471,True
P017,Backend Dev,E076,0.7025,0.2,100,3,0.7456,True
P017,Backend Dev,E079,0.8257,0.4,80,6,0.7434,True
P017,Backend Dev,E055,0.8037,0.6,80,8,0.7357,True
P017,Backend Dev,E044,0.6643,0.6,100,4,0.7227,True
P017,Backend Dev,E037,0.6649,0.6,100,3,0.7193,True
P017,Backend Dev,E020,0.7766,0.4,80,8,0.7167,True
P017,Backend Dev,E058,0.653,0.6,100,4,0.7148,True
P017,Backend Dev,E064,0.6456,0.6,100,5,0.7135,True
P017,Backend Dev,E072,0.7876,0.4,80,4,0.709,True
P017,Backend Dev,E050,0.6005,0.4,100,10,0.7012,True
P017,Backend Dev,E042,0.7501,0.2,80,7,0.6943,True
P017,Backend Dev,E026,0.7383,0.2,80,8,0.6899,True
P017,Backend Dev,E062,0.6933,0.6,80,12,0.6738,True
P017,Backend Dev,E031,0.5875,0.4,100,5,0.6728,True
P017,Backend Dev,E030,0.5676,0.2,100,8,0.6704,True
P017,Backend Dev,E052,0.5846,0.2,100,4,0.6669,True
P017,Backend Dev,E041,0.5527,0.2,100,9,0.6638,True
P017,Backend Dev,E034,0.7312,0.2,80,2,0.6619,True
P017,Backend Dev,E068,0.701,0.8,80,7,0.6599,True
P017,Backend Dev,E043,0.6877,0.0,80,9,0.6583,True
P017,Backend Dev,E016,0.6715,0.6,80,11,0.6547,True
P017,Backend Dev,E038,0.5721,0.2,100,2,0.6505,True
P017,Backend Dev,E071,0.6898,0.2,80,6,0.6483,True
P017,Backend Dev,E024,0.6824,0.6,80,7,0.6469,True
P017,Backend Dev,E077,0.6978,0.6,80,3,0.6423,True
P017,Backend Dev,E078,0.8212,0.4,60,6,0.6402,True
P017,Backend Dev,E023,0.8309,0.4,60,4,0.6393,True
P017,Backend Dev,E019,0.6773,0.2,80,5,0.6357,True
P017,Backend Dev,E056,0.6593,0.6,80,8,0.6346,True
P017,Backend Dev,E036,0.6609,0.2,80,6,0.628,True
P017,Backend Dev,E028,0.6384,0.4,80,10,0.6277,True
P017,Backend Dev,E051,0.6591,0.4,80,4,0.6191,True
P017,Backend Dev,E003,0.7675,0.4,60,6,0.6027,True
P017,Backend Dev,E074,0.596,0.2,80,8,0.5903,True
P017,Backend Dev,E065,0.6156,0.4,80,2,0.5809,True
P017,Backend Dev,E013,0.4361,0.2,100,8,0.5784,True
P017,Backend Dev,E006,0.6962,0.6,60,12,0.5758,True
P017,Backend Dev,E022,0.7205,0.2,60,7,0.5736,True
P017,Backend Dev,E067,0.7203,0.2,60,7,0.5735,True
P017,Backend Dev,E080,0.5794,0.6,80,6,0.571,True
P017,Backend Dev,E054,0.5983,0.4,80,2,0.5688,True
P017,Backend Dev,E060,0.7003,0.8,60,9,0.5671,True
P017,Backend Dev,E002,0.6845,0.0,60,10,0.5599,True
P017,Backend Dev,E010,0.5519,0.2,80,8,0.5594,True
P017,Backend Dev,E073,0.5504,0.0,80,8,0.5584,True
P017,Backend Dev,E032,0.5814,0.4,80,2,0.557,True
P017,Backend Dev,E059,0.7075,0.2,60,5,0.5568,True
P017,Backend Dev,E018,0.681,0.6,60,9,0.5536,True
P017,Backend Dev,E063,0.6909,0.0,60,5,0.5451,True
P017,Backend Dev,E039,0.6835,0.6,60,5,0.54,True
P017,Backend Dev,E004,0.545,0.0,80,4,0.5392,True
P017,Backend Dev,E005,0.5263,0.2,80,5,0.5299,True
P017,Backend Dev,E049,0.6257,0.2,60,10,0.5187,True
P017,Backend Dev,E008,0.5031,0.4,80,6,0.5176,True
P017,Backend Dev,E045,0.5217,0.2,80,2,0.5152,True
P017,Backend Dev,E057,0.5719,0.0,60,7,0.4696,True
P017,Backend Dev,E012,0.4398,0.2,80,3,0.4617,True
P017,Backend Dev,E046,0.5692,0.2,60,4,0.4561,True
P017,Backend Dev,E021,0.5373,0.0,60,4,0.4338,True
P017,Backend Dev,E015,0.7355,0.0,100,1,0.0,False
P017,Backend Dev,E014,0.6547,0.4,100,1,0.0,False
P017,Backend Dev,E011,0.6706,0.2,80,1,0.0,False
P017,Backend Dev,E001,0.6599,0.0,60,1,0.0,False
P017,Backend Dev,E047,0.6449,0.6,50,8,0.0,False
P017,Backend Dev,E033,0.728,0.4,80,1,0.0,False
P017,Backend Dev,E035,0.5758,0.0,50,12,0.0,False
P017,Backend Dev,E040,0.8001,0.6,60,1,0.0,False
P017,Backend Dev,E017,0.6304,0.6,40,7,0.0,False
P017,Backend Dev,E027,0.8545,0.4,50,4,0.0,False
P017,Backend Dev,E053,0.6871,0.0,50,9,0.0,False
P017,Backend Dev,E069,0.578,0.2,40,10,0.0,False
P017,Android Dev,E037,0.8241,0.6,100,3,0.8307,True
P017,Android Dev,E068,0.8398,0.8,80,7,0.7571,True
P017,Android Dev,E066,0.6377,0.6,100,10,0.7271,True
P017,Android Dev,E075,0.6406,0.6,100,9,0.7253,True
P017,Android Dev,E051,0.8041,0.4,80,4,0.7206,True
P017,Android Dev,E048,0.6317,0.4,100,5,0.7037,True
P017,Android Dev,E061,0.6071,0.6,100,8,0.6981,True
P017,Android Dev,E060,0.8366,0.8,60,9,0.6626,True
P017,Android Dev,E029,0.5688,0.2,100,5,0.6597,True
P017,Android Dev,E009,0.5486,0.2,100,8,0.6571,True
P017,Android Dev,E044,0.5701,0.6,100,4,0.6568,True
P017,Android Dev,E064,0.5509,0.6,100,5,0.6472,True
P017,Android Dev,E076,0.5603,0.2,100,3,0.6461,True
P017,Android Dev,E058,0.5522,0.6,100,4,0.6443,True
P017,Android Dev,E050,0.5182,0.4,100,10,0.6435,True
P017,Android Dev,E030,0.5207,0.2,100,8,0.6376,True
P017,Android Dev,E031,0.5325,0.4,100,5,0.6343,True
P017,Android Dev,E025,0.5212,0.0,100,6,0.6302,True
P017,Android Dev,E038,0.5259,0.2,100,2,0.6181,True
P017,Android Dev,E070,0.6387,0.6,80,7,0.6164,True
P017,Android Dev,E062,0.5927,0.6,80,12,0.6033,True
P017,Android Dev,E007,0.6123,0.4,80,7,0.5978,True
P017,Android Dev,E079,0.6156,0.4,80,6,0.5963,True
P017,Android Dev,E055,0.5942,0.6,80,8,0.589,True
P017,Android Dev,E077,0.6183,0.6,80,3,0.5866,True
P017,Android Dev,E016,0.5673,0.6,80,11,0.5818,True
P017,Android Dev,E020,0.5809,0.4,80,8,0.5797,True
P017,Android Dev,E024,0.5822,0.6,80,7,0.5768,True
P017,Android Dev,E028,0.5611,0.4,80,10,0.5736,True
P017,Android Dev,E043,0.5628,0.0,80,9,0.5709,True
P017,Android Dev,E056,0.5642,0.6,80,8,0.568,True
P017,Android Dev,E026,0.5597,0.2,80,8,0.5649,True
P017,Android Dev,E052,0.4385,0.2,100,4,0.5647,True
P017,Android Dev,E042,0.5633,0.2,80,7,0.5635,True
P017,Android Dev,E013,0.4139,0.2,100,8,0.5628,True
P017,Android Dev,E071,0.5671,0.2,80,6,0.5623,True
P017,Android Dev,E041,0.4039,0.2,100,9,0.5597,True
P017,Android Dev,E072,0.5723,0.4,80,4,0.5583,True
P017,Android Dev,E036,0.544,0.2,80,6,0.5462,True
P017,Android Dev,E019,0.5488,0.2,80,5,0.5457,True
P017,Android Dev,E034,0.55,0.2,80,2,0.535,True
P017,Android Dev,E010,0.5093,0.2,80,8,0.5296,True
P017,Android Dev,E065,0.5384,0.4,80,2,0.5269,True
P017,Android Dev,E032,0.5373,0.4,80,2,0.5261,True
P017,Android Dev,E054,0.5246,0.4,80,2,0.5172,True
P017,Android Dev,E080,0.4998,0.6,80,6,0.5152,True
P017,Android Dev,E006,0.6049,0.6,60,12,0.5119,True
P017,Android Dev,E005,0.4842,0.2,80,5,0.5005,True
P017,Android Dev,E078,0.6098,0.4,60,6,0.4922,True
P017,Android Dev,E045,0.4887,0.2,80,2,0.4921,True
P017,Android Dev,E023,0.6196,0.4,60,4,0.4914,True
P017,Android Dev,E022,0.6023,0.2,60,7,0.4908,True
P017,Android Dev,E074,0.4485,0.2,80,8,0.487,True
P017,Android Dev,E067,0.5917,0.2,60,7,0.4834,True
P017,Android Dev,E018,0.5772,0.6,60,9,0.481,True
P017,Android Dev,E002,0.5639,0.0,60,10,0.4755,True
P017,Android Dev,E008,0.4363,0.4,80,6,0.4708,True
P017,Android Dev,E073,0.4244,0.0,80,8,0.4702,True
P017,Android Dev,E059,0.5779,0.2,60,5,0.4661,True
P017,Android Dev,E039,0.5767,0.6,60,5,0.4653,True
P017,Android Dev,E003,0.5698,0.4,60,6,0.4642,True
P017,Android Dev,E063,0.5683,0.0,60,5,0.4593,True
P017,Android Dev,E004,0.4159,0.0,80,4,0.4488,True
P017,Android Dev,E012,0.411,0.2,80,3,0.4416,True
P017,Android Dev,E049,0.4838,0.2,60,10,0.4194,True
P017,Android Dev,E021,0.4775,0.0,60,4,0.3919,True
P017,Android Dev,E057,0.4378,0.0,60,7,0.3757,True
P017,Android Dev,E046,0.4249,0.2,60,4,0.3551,True
P017,Android Dev,E015,0.5589,0.0,100,1,0.0,False
P017,Android Dev,E014,0.8108,0.4,100,1,0.0,False
P017,Android Dev,E011,0.4876,0.2,80,1,0.0,False
P017,Android Dev,E001,0.5135,0.0,60,1,0.0,False
P017,Android Dev,E047,0.5459,0.6,50,8,0.0,False
P017,Android Dev,E033,0.5401,0.4,80,1,0.0,False
P017,Android Dev,E035,0.4457,0.0,50,12,0.0,False
P017,Android Dev,E040,0.5984,0.6,60,1,0.0,False
P017,Android Dev,E017,0.5615,0.6,40,7,0.0,False
P017,Android Dev,E027,0.6472,0.4,50,4,0.0,False
P017,Android Dev,E053,0.5698,0.0,50,9,0.0,False
P017,Android Dev,E069,0.5293,0.2,40,10,0.0,False
P017,Data Engineer,E064,0.7944,0.6,100,5,0.8176,True
P017,Data Engineer,E058,0.7916,0.6,100,4,0.8118,True
P017,Data Engineer,E044,0.7678,0.6,100,4,0.7952,True
P017,Data Engineer,E050,0.6816,0.4,100,10,0.7579,True
P017,Data Engineer,E056,0.8083,0.6,80,8,0.7389,True
P017,Data Engineer,E030,0.6637,0.2,100,8,0.7377,True
P017,Data Engineer,E031,0.6794,0.4,100,5,0.7371,True
P017,Data Engineer,E077,0.8246,0.6,80,3,0.7311,True
P017,Data Engineer,E016,0.7711,0.6,80,11,0.7244,True
P017,Data Engineer,E038,0.6744,0.2,100,2,0.7221,True
P017,Data Engineer,E075,0.6292,0.6,100,9,0.7174,True
P017,Data Engineer,E024,0.7829,0.6,80,7,0.7172,True
P017,Data Engineer,E062,0.7442,0.6,80,12,0.7094,True
P017,Data Engineer,E066,0.5949,0.6,100,10,0.6972,True
P017,Data Engineer,E048,0.5935,0.4,100,5,0.677,True
P017,Data Engineer,E028,0.6996,0.4,80,10,0.6705,True
P017,Data Engineer,E006,0.829,0.6,60,12,0.6688,True
P017,Data Engineer,E037,0.5768,0.6,100,3,0.6576,True
P017,Data Engineer,E061,0.5435,0.6,100,8,0.6535,True
P017,Data Engineer,E054,0.7065,0.4,80,2,0.6445,True
P017,Data Engineer,E013,0.5244,0.2,100,8,0.6401,True
P017,Data Engineer,E065,0.6996,0.4,80,2,0.6397,True
P017,Data Engineer,E076,0.5511,0.2,100,3,0.6396,True
P017,Data Engineer,E032,0.6985,0.4,80,2,0.639,True
P017,Data Engineer,E029,0.5228,0.2,100,5,0.6275,True
P017,Data Engineer,E010,0.6462,0.2,80,8,0.6254,True
P017,Data Engineer,E009,0.4794,0.2,100,8,0.6086,True
